trial_id,company_id,signup_date,product,deployment_type,company_size,region,country,db_platform,persona,acquisition_channel,campaign,landing_variant,trial_length_days,activated,is_pql,sales_assisted,became_sql,trial_extended,extension_days,converted,time_to_convert_days,non_conversion_reason,competitor,plan,acv_usd,mrr_usd,seats_purchased,cac_usd
T105921,C205921,2025-01-09,DPA,self_hosted,mid_market,NAM,Canada,MySQL,DBA,organic,seo-docs,A,14,true,true,true,true,false,0,false,,chose_competitor,Datadog,,,,,6.0
T105922,C205922,2026-03-05,SQL Sentry,self_hosted,enterprise,EMEA,UAE,SQL Server,DBA,organic,seo-docs,B,14,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,10.0
T105923,C205923,2025-07-29,DPM,saas,mid_market,LATAM,Mexico,PostgreSQL,DBA,content,webinar-postgres,B,14,true,true,true,true,true,14,false,,no_response,,,,,,30.0
T105924,C205924,2025-12-12,DPA,self_hosted,mid_market,NAM,United States,Oracle,DBA,content,ebook-sql-server,B,14,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,28.0
T105925,C205925,2025-05-08,DPA,self_hosted,SMB,NAM,United States,SQL Server,DBA,organic,seo-docs,B,30,true,true,false,false,false,0,true,16.0,,,Standard,2300.0,192.0,2.0,8.0
T105926,C205926,2026-04-05,SQL Sentry,self_hosted,SMB,NAM,United States,Azure SQL,DBA,paid_social,li-retargeting,A,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,110.0
T105927,C205927,2026-04-04,DPA,self_hosted,SMB,EMEA,Netherlands,SQL Server,DBA,referral,g2-review,B,14,true,true,false,false,false,0,true,8.0,,,Standard,3000.0,250.0,2.0,9.0
T105928,C205928,2026-04-28,DPA,self_hosted,mid_market,EMEA,UAE,Oracle,DBA,organic,seo-docs,B,14,true,false,false,false,false,0,false,,price,,,,,,11.0
T105929,C205929,2025-02-08,SQL Sentry,self_hosted,mid_market,LATAM,Argentina,SQL Server,IT_ops,events,aws-reinvent,B,30,true,true,true,true,false,0,false,,no_response,,,,,,137.0
T105930,C205930,2026-06-13,DPA,self_hosted,SMB,EMEA,UAE,MySQL,DBA,paid_social,li-dba-persona,B,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,96.0
T105931,C205931,2025-06-27,DPA,self_hosted,SMB,EMEA,United Kingdom,SQL Server,IT_ops,events,aws-reinvent,B,30,true,true,false,false,false,0,false,,chose_competitor,Redgate,,,,,86.0
T105932,C205932,2025-08-02,DPA,self_hosted,mid_market,LATAM,Argentina,Azure SQL,DBA,paid_search,gads-sql-monitoring,B,14,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,104.0
T105933,C205933,2025-06-28,DPA,self_hosted,SMB,NAM,United States,SQL Server,DBA,direct,direct,A,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,4.0
T105934,C205934,2025-07-09,DPM,saas,enterprise,APAC,India,PostgreSQL,DBA,paid_search,gads-dba-tools,A,14,true,true,true,true,false,0,true,6.0,,,Premier,19100.0,1592.0,16.0,86.0
T105935,C205935,2025-12-07,DPA,self_hosted,enterprise,APAC,Singapore,SQL Server,DBA,content,whitepaper-query-tuning,B,30,false,false,false,false,false,0,false,,setup_too_complex,,,,,,41.0
T105936,C205936,2025-06-22,DPA,self_hosted,mid_market,EMEA,Netherlands,SQL Server,DBA,email,newsletter,A,14,true,false,false,false,false,0,false,,no_response,,,,,,7.0
T105937,C205937,2025-09-18,SQL Sentry,self_hosted,enterprise,EMEA,Netherlands,SQL Server,DBA,email,newsletter,B,14,false,false,false,false,false,0,false,,no_response,,,,,,6.0
T105938,C205938,2026-01-24,DPM,saas,mid_market,NAM,United States,Amazon Aurora,DBA,content,whitepaper-query-tuning,A,14,true,false,false,false,false,0,false,,price,,,,,,38.0
T105939,C205939,2026-04-12,DPA,self_hosted,mid_market,APAC,India,MySQL,IT_ops,email,db-tips-drip,A,14,false,false,false,false,false,0,false,,no_response,,,,,,8.0
T105940,C205940,2026-02-10,SQL Sentry,self_hosted,mid_market,EMEA,United Kingdom,SQL Server,IT_ops,email,newsletter,A,14,true,false,false,false,false,0,false,,price,,,,,,5.0
T105941,C205941,2025-12-27,SQL Sentry,self_hosted,SMB,APAC,India,Azure SQL,DBA,events,pass-summit,A,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,144.0
T105942,C205942,2025-04-24,DPA,self_hosted,SMB,APAC,Japan,Oracle,DBA,events,aws-reinvent,B,14,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,164.0
T105943,C205943,2026-04-03,DPA,self_hosted,mid_market,EMEA,France,SQL Server,IT_ops,email,db-tips-drip,A,14,true,false,false,false,false,0,false,,missing_db_platform,,,,,,6.0
T105944,C205944,2025-02-01,SQL Sentry,self_hosted,SMB,LATAM,Mexico,SQL Server,DBA,channel_partner,partner-portal,B,14,false,false,false,false,false,0,false,,no_response,,,,,,36.0
T105945,C205945,2025-07-07,DPA,self_hosted,enterprise,NAM,Canada,Azure SQL,IT_ops,channel_partner,reseller-emea,B,14,true,false,false,false,false,0,false,,price,,,,,,62.0
T105946,C205946,2025-02-16,DPA,self_hosted,SMB,NAM,United States,Amazon RDS,developer,organic,organic-brand,A,14,false,false,false,false,false,0,false,,no_response,,,,,,7.0
T105947,C205947,2026-01-29,SQL Sentry,self_hosted,SMB,NAM,United States,SQL Server,DBA,direct,direct,A,14,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,7.0
T105948,C205948,2025-09-04,DPA,self_hosted,mid_market,NAM,Canada,MySQL,DBA,events,sqlbits,B,14,false,false,false,false,false,0,false,,no_response,,,,,,116.0
T105949,C205949,2026-01-23,DPA,self_hosted,SMB,EMEA,France,PostgreSQL,DBA,content,whitepaper-query-tuning,A,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,22.0
T105950,C205950,2025-08-24,DPA,self_hosted,SMB,NAM,Canada,SQL Server,DBA,content,whitepaper-query-tuning,B,14,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,26.0
T105951,C205951,2025-10-21,DPM,saas,mid_market,EMEA,UAE,MongoDB,DBA,paid_search,bing-dba,A,14,true,false,false,false,true,14,true,20.0,,,Professional,7900.0,658.0,7.0,77.0
T105952,C205952,2025-10-22,SQL Sentry,self_hosted,SMB,LATAM,Brazil,Azure SQL,developer,paid_social,li-dba-persona,A,14,true,false,false,false,false,0,false,,no_response,,,,,,110.0
T105953,C205953,2025-02-07,DPA,self_hosted,SMB,APAC,India,SQL Server,DBA,paid_search,gads-dba-tools,B,14,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,52.0
T105954,C205954,2025-10-07,DPA,self_hosted,SMB,EMEA,Netherlands,PostgreSQL,DBA,referral,customer-referral,B,14,false,false,false,false,false,0,false,,no_response,,,,,,11.0
T105955,C205955,2026-01-18,DPM,saas,mid_market,LATAM,Mexico,Redis,DBA,content,ebook-sql-server,B,30,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,26.0
T105956,C205956,2025-12-04,SQL Sentry,self_hosted,enterprise,APAC,Japan,SQL Server,DBA,organic,organic-brand,A,30,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,7.0
T105957,C205957,2025-03-02,SQL Sentry,self_hosted,enterprise,APAC,Australia,SQL Server,IT_ops,events,aws-reinvent,A,30,false,false,false,false,false,0,false,,setup_too_complex,,,,,,96.0
T105958,C205958,2026-01-30,DPA,self_hosted,SMB,NAM,Canada,MySQL,DBA,email,newsletter,A,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,6.0
T105959,C205959,2025-08-02,DPA,self_hosted,mid_market,EMEA,Netherlands,Amazon RDS,DBA,content,ebook-sql-server,B,14,true,false,false,false,false,0,false,,price,,,,,,33.0
T105960,C205960,2025-01-13,DPA,self_hosted,enterprise,NAM,Canada,MySQL,IT_ops,paid_search,gads-brand,B,30,false,false,false,false,false,0,false,,no_response,,,,,,69.0
T105961,C205961,2025-04-29,DPM,saas,SMB,NAM,Canada,Amazon Aurora,IT_ops,content,webinar-postgres,B,30,false,false,false,false,false,0,false,,no_response,,,,,,29.0
T105962,C205962,2025-11-11,DPM,saas,enterprise,NAM,United States,Redis,DBA,channel_partner,partner-portal,B,14,true,true,true,true,false,0,true,10.0,,,Premier,27700.0,2308.0,23.0,41.0
T105963,C205963,2025-08-03,DPA,self_hosted,mid_market,APAC,Japan,SQL Server,DBA,organic,seo-docs,A,30,false,false,false,false,false,0,false,,no_response,,,,,,11.0
T105964,C205964,2026-02-10,SQL Sentry,self_hosted,SMB,NAM,United States,Azure SQL,IT_ops,content,ebook-sql-server,B,14,true,true,true,true,false,0,true,5.0,,,Standard,3000.0,250.0,2.0,40.0
T105965,C205965,2025-06-23,DPM,saas,SMB,EMEA,France,Redis,DBA,organic,seo-blog,B,14,true,true,true,true,false,0,true,7.0,,,Standard,2400.0,200.0,2.0,7.0
T105966,C205966,2026-03-16,DPM,saas,enterprise,EMEA,Germany,Amazon Aurora,DBA,content,webinar-postgres,B,30,true,false,false,false,false,0,false,,price,,,,,,29.0
T105967,C205967,2025-07-20,DPA,self_hosted,SMB,NAM,United States,Oracle,DBA,email,db-tips-drip,A,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,6.0
T105968,C205968,2026-01-08,DPA,self_hosted,SMB,NAM,United States,Amazon RDS,DBA,channel_partner,reseller-apac,A,14,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,53.0
T105969,C205969,2026-03-27,DPM,saas,SMB,APAC,Australia,MongoDB,DBA,paid_social,li-retargeting,A,30,false,false,false,false,false,0,false,,missing_db_platform,,,,,,99.0
T105970,C205970,2025-09-14,DPA,self_hosted,SMB,LATAM,Argentina,Oracle,developer,referral,g2-review,A,14,false,false,false,false,false,0,false,,missing_db_platform,,,,,,18.0
T105971,C205971,2025-02-08,DPA,self_hosted,SMB,APAC,Australia,Oracle,IT_ops,channel_partner,partner-portal,B,14,false,false,false,false,false,0,false,,no_response,,,,,,66.0
T105972,C205972,2025-11-29,DPA,self_hosted,SMB,APAC,Japan,MySQL,developer,channel_partner,reseller-apac,A,30,true,true,true,true,false,0,true,16.0,,,Standard,2100.0,175.0,2.0,37.0
T105973,C205973,2026-06-14,DPA,self_hosted,mid_market,NAM,Canada,SQL Server,developer,content,whitepaper-query-tuning,A,14,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,27.0
T105974,C205974,2026-06-04,DPA,self_hosted,SMB,NAM,Canada,Amazon RDS,DBA,organic,seo-blog,A,14,true,true,false,false,false,0,false,,price,,,,,,6.0
T105975,C205975,2025-06-10,SQL Sentry,self_hosted,enterprise,EMEA,UAE,SQL Server,DBA,email,newsletter,B,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,8.0
T105976,C205976,2026-03-09,DPM,saas,enterprise,LATAM,Argentina,MongoDB,IT_ops,email,db-tips-drip,B,14,true,false,false,false,false,0,true,7.0,,,Premier,33900.0,2825.0,28.0,7.0
T105977,C205977,2025-08-23,DPA,self_hosted,mid_market,NAM,United States,SQL Server,developer,paid_social,li-retargeting,A,14,true,false,false,false,false,0,false,,no_response,,,,,,94.0
T105978,C205978,2025-05-02,DPM,saas,enterprise,NAM,United States,PostgreSQL,IT_ops,referral,customer-referral,B,14,true,true,true,true,false,0,true,10.0,,,Premier,25100.0,2092.0,21.0,17.0
T105979,C205979,2026-01-29,DPM,saas,mid_market,APAC,Singapore,Redis,DBA,organic,organic-brand,B,14,true,true,true,true,false,0,true,8.0,,,Professional,8100.0,675.0,7.0,8.0
T105980,C205980,2025-11-12,SQL Sentry,self_hosted,SMB,EMEA,Germany,Azure SQL,DBA,channel_partner,partner-portal,A,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,43.0
T105981,C205981,2025-12-01,SQL Sentry,self_hosted,SMB,EMEA,United Kingdom,SQL Server,developer,channel_partner,reseller-emea,A,14,false,false,false,false,false,0,false,,missing_db_platform,,,,,,39.0
T105982,C205982,2026-04-08,DPM,saas,mid_market,APAC,Australia,MySQL,DBA,content,webinar-postgres,B,14,false,false,false,false,false,0,false,,price,,,,,,28.0
T105983,C205983,2025-08-18,SQL Sentry,self_hosted,enterprise,EMEA,France,Azure SQL,developer,channel_partner,reseller-emea,B,30,false,false,false,false,false,0,false,,setup_too_complex,,,,,,58.0
T105984,C205984,2026-01-29,DPA,self_hosted,SMB,LATAM,Argentina,Oracle,DBA,organic,organic-brand,A,14,true,false,false,false,true,14,false,,no_response,,,,,,9.0
T105985,C205985,2025-09-03,DPM,saas,mid_market,NAM,Canada,MySQL,developer,paid_search,gads-brand,A,30,true,true,true,true,true,7,false,,chose_competitor,native tools,,,,,72.0
T105986,C205986,2025-02-05,DPA,self_hosted,enterprise,EMEA,Germany,MySQL,DBA,organic,organic-brand,A,14,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,7.0
T105987,C205987,2025-09-10,DPM,saas,enterprise,NAM,Canada,MongoDB,developer,paid_search,bing-dba,A,30,true,false,false,false,false,0,false,,price,,,,,,80.0
T105988,C205988,2026-05-27,DPA,self_hosted,enterprise,NAM,Canada,PostgreSQL,DBA,organic,seo-blog,A,30,false,false,false,false,false,0,false,,no_response,,,,,,11.0
T105989,C205989,2025-11-03,DPA,self_hosted,SMB,NAM,Canada,Oracle,IT_ops,organic,organic-brand,A,14,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,9.0
T105990,C205990,2025-03-27,SQL Sentry,self_hosted,SMB,NAM,Canada,SQL Server,DBA,organic,organic-brand,A,30,false,false,false,false,false,0,false,,setup_too_complex,,,,,,7.0
T105991,C205991,2026-02-07,SQL Sentry,self_hosted,SMB,NAM,Canada,Azure SQL,DBA,events,aws-reinvent,B,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,138.0
T105992,C205992,2026-06-01,DPA,self_hosted,SMB,EMEA,Netherlands,Oracle,DBA,paid_search,gads-sql-monitoring,B,14,false,false,false,false,false,0,false,,price,,,,,,62.0
T105993,C205993,2026-05-11,DPM,saas,enterprise,NAM,Canada,MySQL,IT_ops,content,ebook-sql-server,B,14,true,false,false,false,true,7,false,,no_response,,,,,,24.0
T105994,C205994,2025-12-17,DPA,self_hosted,mid_market,NAM,Canada,SQL Server,DBA,email,db-tips-drip,B,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,6.0
T105995,C205995,2025-09-09,DPA,self_hosted,enterprise,EMEA,UAE,Oracle,IT_ops,email,newsletter,A,14,true,false,false,false,false,0,false,,price,,,,,,4.0
T105996,C205996,2025-12-21,SQL Sentry,self_hosted,SMB,NAM,United States,SQL Server,DBA,referral,g2-review,B,30,true,true,false,false,false,0,false,,missing_db_platform,,,,,,16.0
T105997,C205997,2026-04-03,DPA,self_hosted,SMB,NAM,Canada,MySQL,IT_ops,email,newsletter,B,14,true,false,false,false,false,0,false,,no_response,,,,,,5.0
T105998,C205998,2026-04-22,DPA,self_hosted,SMB,LATAM,Argentina,Oracle,DBA,content,webinar-postgres,B,14,false,false,false,false,false,0,false,,price,,,,,,24.0
T105999,C205999,2026-04-04,DPA,self_hosted,SMB,EMEA,France,Azure SQL,developer,organic,organic-brand,B,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,10.0
T106000,C206000,2025-10-20,DPA,self_hosted,mid_market,APAC,Australia,PostgreSQL,DBA,organic,seo-blog,A,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,6.0
T106001,C206001,2025-04-03,DPM,saas,mid_market,NAM,United States,Amazon Aurora,developer,events,aws-reinvent,B,14,true,true,true,true,false,0,true,13.0,,,Professional,10200.0,850.0,8.0,160.0
T106002,C206002,2025-12-15,DPA,self_hosted,mid_market,EMEA,Netherlands,Azure SQL,DBA,channel_partner,reseller-emea,A,30,false,false,false,false,false,0,false,,setup_too_complex,,,,,,41.0
T106003,C206003,2025-04-29,SQL Sentry,self_hosted,enterprise,NAM,Canada,SQL Server,DBA,content,ebook-sql-server,A,14,true,false,false,false,true,7,true,18.0,,,Premier,40500.0,3375.0,34.0,32.0
T106004,C206004,2025-02-19,SQL Sentry,self_hosted,SMB,EMEA,Netherlands,SQL Server,developer,direct,direct,B,14,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,7.0
T106005,C206005,2025-11-11,DPA,self_hosted,SMB,APAC,Japan,Amazon RDS,DBA,channel_partner,partner-portal,B,14,false,false,false,false,false,0,false,,no_response,,,,,,46.0
T106006,C206006,2026-01-24,DPM,saas,mid_market,APAC,India,Amazon Aurora,IT_ops,referral,customer-referral,A,14,true,true,true,true,false,0,false,,price,,,,,,13.0
T106007,C206007,2026-04-19,DPA,self_hosted,SMB,EMEA,France,SQL Server,DBA,events,sqlbits,B,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,88.0
T106008,C206008,2026-03-20,DPA,self_hosted,SMB,NAM,Canada,Amazon RDS,IT_ops,referral,g2-review,A,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,14.0
T106009,C206009,2026-04-20,SQL Sentry,self_hosted,SMB,APAC,Australia,Azure SQL,DBA,content,whitepaper-query-tuning,A,30,false,false,false,false,false,0,false,,setup_too_complex,,,,,,36.0
T106010,C206010,2026-03-11,SQL Sentry,self_hosted,enterprise,EMEA,UAE,SQL Server,DBA,paid_social,li-retargeting,B,14,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,70.0
T106011,C206011,2026-02-14,DPA,self_hosted,enterprise,EMEA,United Kingdom,MySQL,developer,organic,seo-docs,B,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,10.0
T106012,C206012,2025-01-09,DPM,saas,SMB,EMEA,UAE,Redis,DBA,referral,g2-review,B,30,true,true,true,true,false,0,true,11.0,,,Standard,2600.0,217.0,2.0,18.0
T106013,C206013,2026-01-11,DPM,saas,mid_market,EMEA,United Kingdom,Redis,IT_ops,paid_search,gads-brand,A,14,true,false,false,false,false,0,false,,missing_db_platform,,,,,,82.0
T106014,C206014,2025-04-05,DPA,self_hosted,SMB,NAM,United States,MySQL,developer,organic,seo-blog,B,30,true,true,true,true,false,0,true,24.0,,,Standard,2300.0,192.0,2.0,12.0
T106015,C206015,2025-02-18,SQL Sentry,self_hosted,SMB,EMEA,UAE,Azure SQL,DBA,email,db-tips-drip,A,30,false,false,false,false,false,0,false,,missing_db_platform,,,,,,7.0
T106016,C206016,2025-04-29,DPA,self_hosted,SMB,NAM,Canada,Amazon RDS,DBA,paid_search,bing-dba,B,14,false,false,false,false,false,0,false,,no_response,,,,,,71.0
T106017,C206017,2026-04-06,DPA,self_hosted,SMB,EMEA,France,Oracle,DBA,content,webinar-postgres,A,14,false,false,false,false,false,0,false,,price,,,,,,37.0
T106018,C206018,2026-03-04,DPA,self_hosted,enterprise,EMEA,Germany,Oracle,developer,direct,direct,B,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,5.0
T106019,C206019,2026-05-27,DPA,self_hosted,SMB,EMEA,France,MySQL,developer,email,db-tips-drip,A,30,false,false,false,false,false,0,true,28.0,,,Standard,3100.0,258.0,3.0,5.0
T106020,C206020,2026-06-07,SQL Sentry,self_hosted,mid_market,NAM,United States,Azure SQL,developer,organic,seo-blog,A,14,true,false,false,false,false,0,false,,chose_competitor,native tools,,,,,9.0
T106021,C206021,2026-05-05,DPA,self_hosted,enterprise,EMEA,Germany,Oracle,DBA,organic,organic-brand,A,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,9.0
T106022,C206022,2025-04-13,DPA,self_hosted,SMB,EMEA,United Kingdom,SQL Server,DBA,content,ebook-sql-server,B,14,true,true,false,false,true,14,true,21.0,,,Standard,2300.0,192.0,2.0,44.0
T106023,C206023,2026-04-29,DPA,self_hosted,mid_market,NAM,Canada,MySQL,developer,organic,seo-blog,A,30,true,false,false,false,false,0,false,,chose_competitor,Datadog,,,,,9.0
T106024,C206024,2026-04-13,DPA,self_hosted,SMB,NAM,United States,Amazon RDS,developer,organic,seo-blog,B,14,true,true,true,true,false,0,true,11.0,,,Standard,3000.0,250.0,2.0,10.0
T106025,C206025,2026-04-26,SQL Sentry,self_hosted,SMB,NAM,Canada,SQL Server,DBA,paid_search,gads-sql-monitoring,B,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,89.0
T106026,C206026,2025-04-26,DPA,self_hosted,SMB,NAM,United States,PostgreSQL,DBA,organic,seo-blog,B,30,false,false,false,false,false,0,false,,setup_too_complex,,,,,,8.0
T106027,C206027,2025-04-02,DPA,self_hosted,enterprise,EMEA,UAE,Azure SQL,DBA,channel_partner,reseller-emea,A,30,false,false,false,false,false,0,false,,price,,,,,,50.0
T106028,C206028,2026-05-17,DPA,self_hosted,mid_market,NAM,Canada,SQL Server,IT_ops,paid_search,gads-brand,A,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,75.0
T106029,C206029,2025-05-11,DPA,self_hosted,SMB,NAM,United States,Amazon RDS,DBA,paid_social,li-retargeting,B,14,true,false,false,false,false,0,false,,no_response,,,,,,129.0
T106030,C206030,2025-09-05,SQL Sentry,self_hosted,SMB,NAM,United States,Azure SQL,DBA,events,sqlbits,A,14,true,true,false,false,false,0,false,,price,,,,,,108.0
T106031,C206031,2025-10-21,DPA,self_hosted,enterprise,NAM,United States,SQL Server,IT_ops,paid_search,bing-dba,B,14,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,72.0
T106032,C206032,2025-04-07,SQL Sentry,self_hosted,mid_market,NAM,United States,SQL Server,DBA,paid_search,gads-brand,B,14,true,true,true,true,false,0,false,,price,,,,,,84.0
T106033,C206033,2025-01-18,SQL Sentry,self_hosted,enterprise,LATAM,Brazil,SQL Server,DBA,paid_search,gads-dba-tools,A,14,false,false,false,false,false,0,false,,no_response,,,,,,101.0
T106034,C206034,2026-06-13,DPA,self_hosted,mid_market,EMEA,France,Oracle,IT_ops,direct,direct,A,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,7.0
T106035,C206035,2026-04-28,DPA,self_hosted,SMB,EMEA,UAE,Oracle,developer,organic,organic-brand,A,30,false,false,false,false,false,0,false,,setup_too_complex,,,,,,9.0
T106036,C206036,2026-05-12,DPA,self_hosted,SMB,NAM,Canada,PostgreSQL,DBA,email,newsletter,B,14,true,true,false,false,true,14,true,20.0,,,Standard,3400.0,283.0,3.0,6.0
T106037,C206037,2025-07-19,DPA,self_hosted,mid_market,LATAM,Argentina,MySQL,developer,email,db-tips-drip,A,14,true,false,false,false,false,0,false,,missing_db_platform,,,,,,7.0
T106038,C206038,2025-06-10,DPA,self_hosted,SMB,EMEA,Netherlands,SQL Server,developer,paid_social,li-dba-persona,B,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,98.0
T106039,C206039,2025-10-05,DPM,saas,mid_market,EMEA,Germany,Redis,DBA,events,sqlbits,B,30,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,163.0
T106040,C206040,2025-10-19,DPA,self_hosted,mid_market,APAC,Japan,SQL Server,DBA,organic,seo-blog,B,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,11.0
T106041,C206041,2025-01-05,DPA,self_hosted,SMB,NAM,United States,Azure SQL,DBA,organic,seo-docs,A,14,false,false,false,false,false,0,false,,missing_db_platform,,,,,,8.0
T106042,C206042,2026-03-19,DPM,saas,enterprise,LATAM,Brazil,MySQL,DBA,content,webinar-postgres,A,14,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,21.0
T106043,C206043,2026-06-14,DPM,saas,mid_market,NAM,Canada,MySQL,IT_ops,paid_search,bing-dba,A,14,true,true,true,true,false,0,true,12.0,,,Professional,7300.0,608.0,6.0,59.0
T106044,C206044,2025-11-26,DPA,self_hosted,mid_market,APAC,India,Oracle,IT_ops,channel_partner,reseller-emea,A,14,true,false,false,false,false,0,false,,no_response,,,,,,36.0
T106045,C206045,2025-09-15,DPA,self_hosted,SMB,LATAM,Argentina,Azure SQL,DBA,content,webinar-postgres,A,14,true,false,false,false,false,0,false,,price,,,,,,38.0
T106046,C206046,2025-09-18,DPA,self_hosted,mid_market,EMEA,Germany,Azure SQL,DBA,organic,seo-docs,B,14,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,9.0
T106047,C206047,2025-03-18,DPM,saas,enterprise,APAC,Singapore,Amazon Aurora,DBA,paid_search,bing-dba,A,30,false,false,false,false,false,0,false,,no_response,,,,,,89.0
T106048,C206048,2025-07-08,SQL Sentry,self_hosted,SMB,NAM,Canada,SQL Server,DBA,content,ebook-sql-server,B,14,true,false,false,false,true,14,false,,no_response,,,,,,41.0
T106049,C206049,2025-11-13,DPA,self_hosted,SMB,EMEA,United Kingdom,Amazon RDS,DBA,referral,customer-referral,B,14,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,10.0
T106050,C206050,2025-10-08,DPA,self_hosted,mid_market,NAM,United States,MySQL,DBA,paid_search,gads-sql-monitoring,A,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,74.0
T106051,C206051,2025-12-04,DPA,self_hosted,enterprise,NAM,Canada,SQL Server,developer,organic,seo-docs,A,14,false,false,false,false,false,0,false,,no_response,,,,,,7.0
T106052,C206052,2026-04-17,SQL Sentry,self_hosted,mid_market,EMEA,UAE,Azure SQL,DBA,email,newsletter,A,30,false,false,false,false,false,0,false,,no_response,,,,,,8.0
T106053,C206053,2025-06-13,DPA,self_hosted,SMB,EMEA,France,Azure SQL,DBA,content,webinar-postgres,B,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,44.0
T106054,C206054,2025-01-24,DPA,self_hosted,mid_market,EMEA,France,MySQL,DBA,events,pass-summit,A,14,true,false,false,false,false,0,false,,chose_competitor,IDERA,,,,,159.0
T106055,C206055,2025-02-01,DPA,self_hosted,mid_market,NAM,Canada,Azure SQL,developer,paid_social,li-retargeting,A,14,true,false,false,false,false,0,false,,no_response,,,,,,113.0
T106056,C206056,2025-04-14,SQL Sentry,self_hosted,SMB,NAM,Canada,Azure SQL,developer,paid_search,gads-sql-monitoring,A,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,58.0
T106057,C206057,2025-12-16,DPA,self_hosted,mid_market,NAM,United States,SQL Server,DBA,paid_social,li-retargeting,B,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,134.0
T106058,C206058,2026-03-31,DPM,saas,mid_market,EMEA,Germany,MongoDB,DBA,channel_partner,partner-portal,A,14,true,true,true,true,false,0,false,,no_response,,,,,,37.0
T106059,C206059,2026-05-02,DPA,self_hosted,SMB,NAM,United States,Azure SQL,IT_ops,paid_search,gads-sql-monitoring,B,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,59.0
T106060,C206060,2026-01-15,DPA,self_hosted,SMB,EMEA,France,MySQL,DBA,paid_social,li-retargeting,B,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,104.0
T106061,C206061,2025-09-23,DPA,self_hosted,mid_market,LATAM,Brazil,Amazon RDS,IT_ops,paid_search,bing-dba,B,14,true,false,false,false,false,0,false,,chose_competitor,Quest Foglight,,,,,75.0
T106062,C206062,2025-04-28,DPA,self_hosted,SMB,LATAM,Argentina,PostgreSQL,DBA,organic,seo-docs,B,14,true,true,false,false,false,0,true,12.0,,,Standard,3400.0,283.0,3.0,11.0
T106063,C206063,2025-09-22,DPA,self_hosted,SMB,EMEA,Germany,Azure SQL,developer,organic,seo-docs,A,30,true,false,false,false,false,0,true,20.0,,,Standard,2100.0,175.0,2.0,7.0
T106064,C206064,2025-08-15,DPA,self_hosted,mid_market,NAM,Canada,PostgreSQL,IT_ops,channel_partner,partner-portal,A,14,true,false,false,false,false,0,true,12.0,,,Professional,8300.0,692.0,7.0,59.0
T106065,C206065,2026-04-25,DPA,self_hosted,SMB,EMEA,UAE,SQL Server,DBA,channel_partner,reseller-apac,A,14,false,false,false,false,false,0,false,,missing_db_platform,,,,,,32.0
