opportunity_id,trial_id,product,region,stage,won,acv_usd
O00947,T09779,SQL Sentry,APAC,Negotiation,0,31600.0
O00948,T09792,SQL Sentry,EMEA,Closed Won,1,9700.0
O00949,T09808,DPA,NAM,Closed Lost,0,
O00950,T09812,DPA,EMEA,Closed Lost,0,
O00951,T09833,DPA,EMEA,Closed Lost,0,
O00952,T09835,SQL Sentry,NAM,Proposal,0,9000.0
O00953,T09855,DPA,NAM,Closed Won,1,8200.0
O00954,T09874,SQL Sentry,NAM,Closed Lost,0,
O00955,T09882,SQL Sentry,NAM,Technical Evaluation,0,6100.0
O00956,T09895,DPM,NAM,Closed Lost,0,
O00957,T09896,DPA,EMEA,Closed Lost,0,
O00958,T09933,SQL Sentry,NAM,Closed Lost,0,
O00959,T09956,DPM,EMEA,Discovery,0,2600.0
O00960,T09958,SQL Sentry,EMEA,Technical Evaluation,0,3500.0
O00961,T09981,DPM,NAM,Closed Won,1,2900.0
O00962,T09982,DPA,NAM,Closed Lost,0,
O00963,T09992,SQL Sentry,NAM,Discovery,0,12400.0
O00964,T10026,DPA,EMEA,Negotiation,0,5000.0
O00965,T10050,DPA,APAC,Closed Lost,0,
O00966,T10053,SQL Sentry,EMEA,Technical Evaluation,0,7700.0
O00967,T10058,DPA,EMEA,Negotiation,0,23600.0
O00968,T10074,SQL Sentry,APAC,Closed Lost,0,
O00969,T10088,DPA,APAC,Closed Lost,0,
O00970,T10100,SQL Sentry,APAC,Discovery,0,7500.0
O00971,T10123,SQL Sentry,NAM,Negotiation,0,5900.0
O00972,T10147,DPM,APAC,Closed Lost,0,
O00973,T10148,DPM,EMEA,Negotiation,0,12500.0
O00974,T10195,SQL Sentry,APAC,Proposal,0,8600.0
O00975,T10204,DPA,APAC,Technical Evaluation,0,92600.0
O00976,T10215,DPM,EMEA,Proposal,0,7700.0
O00977,T10226,DPM,NAM,Negotiation,0,7500.0
O00978,T10239,SQL Sentry,NAM,Closed Lost,0,
O00979,T10258,DPA,APAC,Closed Won,1,3800.0
O00980,T10269,SQL Sentry,NAM,Technical Evaluation,0,13100.0
O00981,T10270,SQL Sentry,EMEA,Negotiation,0,6500.0
O00982,T10286,DPA,NAM,Closed Lost,0,
O00983,T10297,DPM,EMEA,Technical Evaluation,0,5800.0
O00984,T10298,DPA,EMEA,Negotiation,0,6200.0
O00985,T10306,DPA,NAM,Proposal,0,18800.0
O00986,T10309,DPA,NAM,Closed Lost,0,
O00987,T10330,SQL Sentry,EMEA,Proposal,0,16300.0
O00988,T10336,DPA,NAM,Discovery,0,15400.0
O00989,T10363,SQL Sentry,NAM,Closed Lost,0,
O00990,T10366,DPA,EMEA,Discovery,0,8200.0
O00991,T10374,DPA,EMEA,Negotiation,0,6400.0
O00992,T10382,DPA,NAM,Negotiation,0,4000.0
O00993,T10414,DPM,NAM,Proposal,0,23800.0
O00994,T10432,DPM,APAC,Discovery,0,16700.0
O00995,T10440,SQL Sentry,NAM,Proposal,0,10300.0
O00996,T10445,DPA,APAC,Closed Lost,0,
O00997,T10457,SQL Sentry,NAM,Closed Lost,0,
O00998,T10458,SQL Sentry,NAM,Closed Lost,0,
O00999,T10479,DPM,LATAM,Closed Lost,0,
O01000,T10483,DPA,EMEA,Closed Lost,0,
O01001,T10493,SQL Sentry,EMEA,Proposal,0,8400.0
O01002,T10501,DPA,EMEA,Discovery,0,5400.0
O01003,T10508,SQL Sentry,APAC,Closed Lost,0,
O01004,T10535,DPM,APAC,Proposal,0,25000.0
O01005,T10536,SQL Sentry,NAM,Negotiation,0,9100.0
O01006,T10573,DPA,EMEA,Proposal,0,40900.0
O01007,T10592,DPA,EMEA,Discovery,0,11500.0
O01008,T10593,DPM,EMEA,Closed Lost,0,
O01009,T10604,SQL Sentry,NAM,Discovery,0,8900.0
O01010,T10623,DPM,NAM,Closed Lost,0,
O01011,T10627,DPA,APAC,Negotiation,0,23600.0
O01012,T10633,SQL Sentry,NAM,Proposal,0,27700.0
O01013,T10634,DPA,NAM,Proposal,0,9900.0
O01014,T10668,SQL Sentry,APAC,Closed Lost,0,
O01015,T10681,DPA,EMEA,Discovery,0,12200.0
O01016,T10710,DPA,NAM,Proposal,0,22400.0
O01017,T10722,SQL Sentry,LATAM,Closed Lost,0,
O01018,T10760,DPA,EMEA,Negotiation,0,14000.0
O01019,T10807,DPM,EMEA,Closed Lost,0,
O01020,T10823,DPM,EMEA,Closed Won,1,25000.0
O01021,T10826,DPA,EMEA,Negotiation,0,10700.0
O01022,T10869,DPM,NAM,Negotiation,0,18800.0
O01023,T10872,DPA,EMEA,Closed Won,1,38100.0
O01024,T10885,SQL Sentry,LATAM,Negotiation,0,10300.0
O01025,T10889,DPA,EMEA,Closed Lost,0,
O01026,T10892,DPA,NAM,Closed Lost,0,
O01027,T10903,DPA,APAC,Proposal,0,2100.0
O01028,T10913,DPA,LATAM,Technical Evaluation,0,6900.0
O01029,T10921,SQL Sentry,NAM,Closed Lost,0,
O01030,T10929,SQL Sentry,NAM,Closed Lost,0,
O01031,T10931,DPA,APAC,Closed Lost,0,
O01032,T10936,SQL Sentry,EMEA,Closed Lost,0,
O01033,T10940,SQL Sentry,EMEA,Closed Lost,0,
O01034,T10950,DPM,NAM,Technical Evaluation,0,14200.0
O01035,T10951,DPM,NAM,Closed Lost,0,
O01036,T10955,DPA,EMEA,Discovery,0,3400.0
O01037,T10962,DPA,NAM,Proposal,0,18100.0
O01038,T10968,DPA,LATAM,Proposal,0,25400.0
O01039,T10988,DPM,NAM,Discovery,0,13300.0
O01040,T10995,DPA,EMEA,Closed Lost,0,
O01041,T10998,DPM,EMEA,Closed Lost,0,
O01042,T11017,DPA,EMEA,Closed Lost,0,
O01043,T11019,DPM,NAM,Technical Evaluation,0,4500.0
O01044,T11047,SQL Sentry,APAC,Closed Lost,0,
O01045,T11048,SQL Sentry,NAM,Closed Lost,0,
O01046,T11053,DPM,LATAM,Closed Lost,0,
O01047,T11061,DPM,APAC,Closed Lost,0,
O01048,T11073,SQL Sentry,LATAM,Proposal,0,13200.0
O01049,T11078,DPA,NAM,Negotiation,0,20500.0
O01050,T11080,DPM,LATAM,Discovery,0,23100.0
O01051,T11103,DPA,EMEA,Closed Lost,0,
O01052,T11111,DPA,NAM,Negotiation,0,3700.0
O01053,T11125,DPA,NAM,Closed Lost,0,
O01054,T11178,DPA,LATAM,Closed Lost,0,
O01055,T11180,DPA,APAC,Technical Evaluation,0,9800.0
O01056,T11191,SQL Sentry,NAM,Technical Evaluation,0,3000.0
O01057,T11192,DPA,EMEA,Closed Lost,0,
O01058,T11207,SQL Sentry,EMEA,Closed Lost,0,
O01059,T11240,SQL Sentry,EMEA,Closed Lost,0,
O01060,T11245,DPA,EMEA,Technical Evaluation,0,10900.0
O01061,T11261,DPA,NAM,Discovery,0,12900.0
O01062,T11271,DPM,NAM,Closed Lost,0,
O01063,T11280,DPA,NAM,Discovery,0,23100.0
O01064,T11298,DPM,EMEA,Technical Evaluation,0,37000.0
O01065,T11306,DPA,NAM,Closed Lost,0,
O01066,T11311,DPA,LATAM,Closed Lost,0,
O01067,T11314,DPM,APAC,Negotiation,0,10600.0
O01068,T11325,DPA,NAM,Closed Lost,0,
O01069,T11340,DPA,NAM,Closed Lost,0,
O01070,T11351,DPA,NAM,Closed Won,1,18400.0
O01071,T11356,DPA,EMEA,Proposal,0,6300.0
O01072,T11387,SQL Sentry,NAM,Closed Lost,0,
O01073,T11392,DPA,LATAM,Discovery,0,17700.0
O01074,T11396,SQL Sentry,NAM,Negotiation,0,8900.0
O01075,T11421,DPA,EMEA,Proposal,0,20800.0
O01076,T11424,DPA,NAM,Closed Lost,0,
O01077,T11451,DPA,NAM,Discovery,0,5200.0
O01078,T11452,SQL Sentry,LATAM,Closed Lost,0,
O01079,T11462,SQL Sentry,NAM,Discovery,0,14900.0
O01080,T11469,DPM,NAM,Closed Won,1,27500.0
O01081,T11509,DPM,EMEA,Closed Lost,0,
O01082,T11514,DPM,EMEA,Closed Lost,0,
O01083,T11518,DPM,NAM,Negotiation,0,33000.0
O01084,T11539,DPM,EMEA,Closed Lost,0,
O01085,T11561,DPM,APAC,Closed Won,1,30400.0
O01086,T11564,SQL Sentry,NAM,Closed Won,1,19100.0
O01087,T11578,DPM,APAC,Technical Evaluation,0,6600.0
O01088,T11613,DPM,EMEA,Negotiation,0,12100.0
O01089,T11635,SQL Sentry,NAM,Technical Evaluation,0,22900.0
O01090,T11655,DPA,EMEA,Closed Lost,0,
O01091,T11660,SQL Sentry,NAM,Negotiation,0,4500.0
O01092,T11664,SQL Sentry,NAM,Proposal,0,14700.0
O01093,T11667,DPA,NAM,Closed Lost,0,
O01094,T11669,SQL Sentry,EMEA,Closed Won,1,6400.0
O01095,T11681,DPM,NAM,Closed Won,1,13900.0
O01096,T11684,SQL Sentry,NAM,Negotiation,0,15500.0
O01097,T11699,DPA,NAM,Closed Lost,0,
O01098,T11700,DPM,NAM,Proposal,0,82100.0
O01099,T11705,DPA,APAC,Closed Lost,0,
O01100,T11706,SQL Sentry,NAM,Closed Lost,0,
O01101,T11716,SQL Sentry,EMEA,Technical Evaluation,0,7800.0
O01102,T11726,DPA,NAM,Closed Lost,0,
O01103,T11734,SQL Sentry,NAM,Closed Won,1,37700.0
O01104,T11742,DPA,LATAM,Proposal,0,27300.0
O01105,T11754,DPM,EMEA,Proposal,0,25600.0
O01106,T11757,DPA,APAC,Closed Lost,0,
O01107,T11771,DPA,EMEA,Negotiation,0,8800.0
O01108,T11787,DPM,NAM,Discovery,0,28500.0
O01109,T11812,DPM,NAM,Closed Lost,0,
O01110,T11822,DPA,EMEA,Closed Lost,0,
O01111,T11828,SQL Sentry,NAM,Technical Evaluation,0,5900.0
O01112,T11835,DPA,APAC,Negotiation,0,7800.0
O01113,T11837,DPM,NAM,Discovery,0,11300.0
O01114,T11838,DPA,NAM,Closed Lost,0,
O01115,T11857,SQL Sentry,NAM,Closed Lost,0,
O01116,T11860,SQL Sentry,NAM,Technical Evaluation,0,23700.0
O01117,T11865,DPM,EMEA,Closed Lost,0,
O01118,T11888,DPM,NAM,Technical Evaluation,0,17900.0
O01119,T11901,SQL Sentry,NAM,Discovery,0,8900.0
O01120,T11912,SQL Sentry,NAM,Proposal,0,35900.0
O01121,T11915,SQL Sentry,EMEA,Proposal,0,16000.0
O01122,T11920,DPA,EMEA,Discovery,0,6700.0
O01123,T11921,SQL Sentry,EMEA,Closed Lost,0,
O01124,T11924,DPA,NAM,Negotiation,0,8600.0
O01125,T11926,DPM,LATAM,Closed Lost,0,
O01126,T11931,DPA,NAM,Proposal,0,38900.0
O01127,T11933,DPM,EMEA,Closed Lost,0,
O01128,T11954,DPA,EMEA,Discovery,0,12800.0
O01129,T11955,DPA,EMEA,Discovery,0,3500.0
O01130,T11967,DPM,APAC,Discovery,0,5700.0
O01131,T11991,SQL Sentry,EMEA,Technical Evaluation,0,7300.0
O01132,T12004,DPA,EMEA,Closed Lost,0,
O01133,T12005,DPM,NAM,Technical Evaluation,0,37900.0
O01134,T12007,SQL Sentry,NAM,Technical Evaluation,0,10000.0
O01135,T12018,DPA,NAM,Proposal,0,40900.0
O01136,T12033,DPM,NAM,Closed Lost,0,
O01137,T12037,DPA,APAC,Discovery,0,26200.0
O01138,T12051,DPA,NAM,Proposal,0,7300.0
O01139,T12059,SQL Sentry,EMEA,Closed Lost,0,
O01140,T12061,DPA,EMEA,Closed Lost,0,
O01141,T12073,DPA,EMEA,Negotiation,0,19500.0
O01142,T12100,DPA,NAM,Technical Evaluation,0,13800.0
O01143,T12101,DPA,NAM,Discovery,0,2900.0
O01144,T12106,SQL Sentry,NAM,Closed Lost,0,
O01145,T12118,SQL Sentry,EMEA,Discovery,0,2000.0
O01146,T12120,DPM,NAM,Discovery,0,5200.0
O01147,T12137,DPA,APAC,Negotiation,0,39000.0
O01148,T12146,DPM,EMEA,Proposal,0,10800.0
O01149,T12147,DPA,NAM,Negotiation,0,5400.0
O01150,T12149,DPA,EMEA,Discovery,0,4900.0
O01151,T12156,SQL Sentry,APAC,Negotiation,0,11400.0
O01152,T12160,SQL Sentry,EMEA,Proposal,0,25000.0
O01153,T12162,SQL Sentry,NAM,Closed Lost,0,
O01154,T12164,SQL Sentry,APAC,Closed Lost,0,
O01155,T12168,DPM,NAM,Discovery,0,22500.0
O01156,T12174,SQL Sentry,NAM,Negotiation,0,35800.0
O01157,T12210,SQL Sentry,APAC,Negotiation,0,26300.0
O01158,T12211,DPA,NAM,Closed Lost,0,
O01159,T12238,SQL Sentry,NAM,Closed Lost,0,
O01160,T12245,SQL Sentry,NAM,Technical Evaluation,0,9600.0
O01161,T12249,DPA,NAM,Proposal,0,17400.0
O01162,T12288,DPM,EMEA,Proposal,0,21400.0
O01163,T12297,DPA,EMEA,Closed Lost,0,
O01164,T12306,DPM,APAC,Negotiation,0,9900.0
O01165,T12309,DPM,NAM,Closed Lost,0,
O01166,T12318,DPA,NAM,Discovery,0,12500.0
O01167,T12329,SQL Sentry,APAC,Proposal,0,3500.0
O01168,T12339,DPM,NAM,Closed Lost,0,
O01169,T12354,DPA,EMEA,Closed Lost,0,
O01170,T12356,DPM,EMEA,Closed Lost,0,
O01171,T12385,DPM,NAM,Discovery,0,26900.0
O01172,T12391,SQL Sentry,LATAM,Negotiation,0,20800.0
O01173,T12392,DPA,NAM,Closed Lost,0,
O01174,T12403,DPA,NAM,Technical Evaluation,0,12600.0
O01175,T12407,DPA,NAM,Discovery,0,15500.0
O01176,T12410,DPA,APAC,Closed Lost,0,
O01177,T12411,SQL Sentry,EMEA,Proposal,0,13800.0
O01178,T12418,DPA,NAM,Discovery,0,13800.0
O01179,T12432,DPA,LATAM,Discovery,0,11200.0
O01180,T12442,DPA,NAM,Proposal,0,9200.0
O01181,T12460,SQL Sentry,LATAM,Closed Lost,0,
O01182,T12484,DPM,NAM,Closed Lost,0,
O01183,T12486,DPA,NAM,Closed Lost,0,
O01184,T12488,DPM,NAM,Closed Lost,0,
O01185,T12493,DPM,EMEA,Negotiation,0,5400.0
O01186,T12512,DPM,NAM,Discovery,0,13900.0
O01187,T12515,DPA,NAM,Discovery,0,7200.0
O01188,T12520,DPA,APAC,Closed Lost,0,
O01189,T12524,DPA,NAM,Closed Lost,0,
O01190,T12532,SQL Sentry,NAM,Closed Lost,0,
O01191,T12537,DPM,EMEA,Closed Lost,0,
O01192,T12538,DPA,NAM,Closed Lost,0,
O01193,T12540,SQL Sentry,NAM,Discovery,0,9000.0
O01194,T12563,SQL Sentry,NAM,Proposal,0,8600.0
O01195,T12575,SQL Sentry,EMEA,Discovery,0,24700.0
O01196,T12594,DPM,NAM,Closed Lost,0,
O01197,T12617,DPA,EMEA,Closed Lost,0,
O01198,T12620,DPA,NAM,Technical Evaluation,0,4200.0
O01199,T12624,SQL Sentry,EMEA,Proposal,0,3100.0
O01200,T12625,DPA,NAM,Discovery,0,21500.0
O01201,T12633,DPA,NAM,Closed Lost,0,
O01202,T12637,DPM,NAM,Technical Evaluation,0,29500.0
O01203,T12639,DPM,APAC,Closed Lost,0,
O01204,T12651,DPA,EMEA,Proposal,0,16100.0
O01205,T12674,SQL Sentry,EMEA,Closed Won,1,10300.0
O01206,T12686,DPM,EMEA,Closed Lost,0,
O01207,T12705,DPA,EMEA,Proposal,0,3900.0
O01208,T12706,SQL Sentry,EMEA,Negotiation,0,16600.0
O01209,T12729,DPA,NAM,Closed Lost,0,
O01210,T12744,DPA,EMEA,Closed Won,1,14000.0
O01211,T12763,DPM,EMEA,Closed Won,1,12700.0
O01212,T12766,DPA,APAC,Closed Won,1,7900.0
O01213,T12772,SQL Sentry,NAM,Closed Lost,0,
O01214,T12823,SQL Sentry,APAC,Technical Evaluation,0,6600.0
O01215,T12826,SQL Sentry,APAC,Technical Evaluation,0,22600.0
O01216,T12867,SQL Sentry,NAM,Proposal,0,16300.0
O01217,T12874,DPA,EMEA,Proposal,0,18200.0
O01218,T12883,DPM,APAC,Negotiation,0,21400.0
O01219,T12899,DPM,NAM,Discovery,0,6500.0
O01220,T12900,SQL Sentry,EMEA,Discovery,0,10500.0
O01221,T12971,DPM,EMEA,Closed Lost,0,
O01222,T12979,SQL Sentry,APAC,Discovery,0,13400.0
O01223,T12986,SQL Sentry,APAC,Technical Evaluation,0,8100.0
O01224,T12997,SQL Sentry,NAM,Closed Lost,0,
O01225,T13005,DPA,LATAM,Technical Evaluation,0,16800.0
O01226,T13017,DPM,EMEA,Closed Won,1,4200.0
O01227,T13021,DPA,NAM,Technical Evaluation,0,16600.0
O01228,T13070,DPM,APAC,Technical Evaluation,0,5500.0
O01229,T13103,DPA,LATAM,Technical Evaluation,0,14800.0
O01230,T13107,SQL Sentry,NAM,Discovery,0,4400.0
O01231,T13129,DPA,APAC,Discovery,0,11300.0
O01232,T13134,SQL Sentry,EMEA,Closed Lost,0,
O01233,T13138,DPA,APAC,Discovery,0,14400.0
O01234,T13179,DPA,EMEA,Closed Lost,0,
O01235,T13202,SQL Sentry,NAM,Closed Lost,0,
O01236,T13213,DPA,EMEA,Technical Evaluation,0,17500.0
O01237,T13222,SQL Sentry,APAC,Negotiation,0,13500.0
O01238,T13234,DPA,APAC,Closed Lost,0,
O01239,T13238,DPM,NAM,Negotiation,0,24800.0
O01240,T13241,DPM,APAC,Closed Won,1,9100.0
O01241,T13243,DPA,EMEA,Proposal,0,4100.0
O01242,T13246,DPM,EMEA,Closed Won,1,26900.0
O01243,T13252,DPA,APAC,Negotiation,0,22900.0
O01244,T13253,DPA,APAC,Technical Evaluation,0,51800.0
O01245,T13258,DPA,NAM,Closed Lost,0,
O01246,T13266,SQL Sentry,NAM,Technical Evaluation,0,7500.0
O01247,T13269,DPM,EMEA,Closed Won,1,6300.0
O01248,T13289,DPA,EMEA,Closed Lost,0,
O01249,T13300,DPA,EMEA,Technical Evaluation,0,14400.0
O01250,T13313,SQL Sentry,APAC,Closed Lost,0,
O01251,T13321,DPM,NAM,Discovery,0,6800.0
O01252,T13354,SQL Sentry,EMEA,Closed Lost,0,
O01253,T13356,SQL Sentry,NAM,Closed Lost,0,
O01254,T13381,SQL Sentry,NAM,Discovery,0,12100.0
O01255,T13392,DPA,NAM,Closed Lost,0,
O01256,T13410,SQL Sentry,EMEA,Negotiation,0,5000.0
O01257,T13414,SQL Sentry,NAM,Closed Lost,0,
O01258,T13416,SQL Sentry,EMEA,Closed Lost,0,
O01259,T13417,SQL Sentry,EMEA,Technical Evaluation,0,13400.0
O01260,T13443,DPM,APAC,Discovery,0,9500.0
O01261,T13450,DPA,APAC,Discovery,0,34100.0
O01262,T13457,DPA,EMEA,Closed Lost,0,
O01263,T13459,DPA,APAC,Closed Lost,0,
O01264,T13468,DPM,EMEA,Closed Lost,0,
O01265,T13479,DPA,EMEA,Technical Evaluation,0,10000.0
O01266,T13495,DPM,NAM,Proposal,0,39700.0
O01267,T13496,DPA,NAM,Technical Evaluation,0,10400.0
O01268,T13497,DPM,NAM,Closed Lost,0,
O01269,T13501,DPA,LATAM,Closed Lost,0,
O01270,T13550,DPM,NAM,Closed Lost,0,
O01271,T13551,DPM,APAC,Technical Evaluation,0,31400.0
O01272,T13558,SQL Sentry,EMEA,Discovery,0,6300.0
O01273,T13560,DPA,EMEA,Closed Lost,0,
O01274,T13568,DPM,LATAM,Proposal,0,45900.0
O01275,T13587,SQL Sentry,EMEA,Closed Lost,0,
O01276,T13592,DPA,EMEA,Closed Lost,0,
O01277,T13603,DPM,NAM,Technical Evaluation,0,12300.0
O01278,T13610,DPA,NAM,Closed Lost,0,
O01279,T13616,SQL Sentry,APAC,Proposal,0,30100.0
O01280,T13618,DPM,NAM,Closed Lost,0,
O01281,T13624,DPA,NAM,Technical Evaluation,0,23000.0
O01282,T13633,DPM,NAM,Closed Lost,0,
O01283,T13635,DPA,EMEA,Proposal,0,25600.0
O01284,T13648,DPA,NAM,Discovery,0,12000.0
O01285,T13658,DPM,NAM,Discovery,0,17000.0
O01286,T13689,DPA,NAM,Proposal,0,4000.0
O01287,T13701,DPA,NAM,Discovery,0,8400.0
O01288,T13709,DPM,NAM,Closed Lost,0,
O01289,T13711,DPM,NAM,Proposal,0,5100.0
O01290,T13716,DPM,APAC,Discovery,0,36400.0
O01291,T13720,DPA,APAC,Discovery,0,11900.0
O01292,T13723,DPA,APAC,Closed Lost,0,
O01293,T13724,DPM,APAC,Closed Lost,0,
O01294,T13730,DPA,EMEA,Proposal,0,7700.0
O01295,T13743,SQL Sentry,NAM,Closed Lost,0,
O01296,T13757,DPA,NAM,Discovery,0,8100.0
O01297,T13759,DPM,EMEA,Proposal,0,21900.0
O01298,T13778,SQL Sentry,EMEA,Closed Lost,0,
O01299,T13796,DPM,NAM,Closed Won,1,2500.0
O01300,T13805,DPA,NAM,Closed Lost,0,
O01301,T13811,SQL Sentry,EMEA,Technical Evaluation,0,17700.0
O01302,T13835,DPM,LATAM,Discovery,0,16300.0
O01303,T13836,DPM,EMEA,Discovery,0,7400.0
O01304,T13843,SQL Sentry,LATAM,Closed Lost,0,
O01305,T13854,DPA,EMEA,Closed Lost,0,
O01306,T13871,SQL Sentry,NAM,Proposal,0,4400.0
O01307,T13874,SQL Sentry,NAM,Discovery,0,18700.0
O01308,T13882,SQL Sentry,EMEA,Closed Lost,0,
O01309,T13890,DPA,APAC,Closed Lost,0,
O01310,T13892,SQL Sentry,APAC,Closed Lost,0,
O01311,T13907,SQL Sentry,EMEA,Discovery,0,12400.0
O01312,T13932,DPM,LATAM,Negotiation,0,36200.0
O01313,T13941,DPA,APAC,Negotiation,0,24500.0
O01314,T13947,DPM,EMEA,Discovery,0,2000.0
O01315,T13958,DPA,EMEA,Proposal,0,6800.0
O01316,T13986,DPM,EMEA,Negotiation,0,12800.0
O01317,T13988,DPA,NAM,Closed Won,1,8600.0
O01318,T13993,SQL Sentry,EMEA,Closed Lost,0,
O01319,T14018,DPA,NAM,Technical Evaluation,0,17900.0
O01320,T14024,DPM,NAM,Proposal,0,6000.0
O01321,T14040,DPA,NAM,Negotiation,0,4100.0
O01322,T14042,DPM,NAM,Technical Evaluation,0,3200.0
O01323,T14045,DPA,EMEA,Negotiation,0,5300.0
O01324,T14051,DPA,EMEA,Closed Lost,0,
O01325,T14058,DPA,NAM,Discovery,0,45900.0
O01326,T14061,SQL Sentry,NAM,Discovery,0,8700.0
O01327,T14064,DPA,EMEA,Proposal,0,6200.0
O01328,T14069,DPM,NAM,Proposal,0,12600.0
O01329,T14073,DPM,NAM,Closed Lost,0,
O01330,T14077,DPA,EMEA,Closed Lost,0,
O01331,T14087,SQL Sentry,EMEA,Negotiation,0,8500.0
O01332,T14097,SQL Sentry,APAC,Discovery,0,10400.0
O01333,T14106,DPM,NAM,Negotiation,0,25600.0
O01334,T14110,SQL Sentry,NAM,Technical Evaluation,0,15200.0
O01335,T14126,DPA,NAM,Proposal,0,43400.0
O01336,T14128,DPM,NAM,Closed Won,1,8400.0
O01337,T14130,DPA,EMEA,Technical Evaluation,0,22400.0
O01338,T14138,DPA,NAM,Proposal,0,15900.0
O01339,T14160,DPA,EMEA,Closed Lost,0,
O01340,T14165,SQL Sentry,APAC,Closed Lost,0,
O01341,T14176,SQL Sentry,EMEA,Discovery,0,30800.0
O01342,T14180,SQL Sentry,LATAM,Proposal,0,4000.0
O01343,T14184,DPA,NAM,Negotiation,0,11700.0
O01344,T14195,DPA,EMEA,Discovery,0,15400.0
O01345,T14200,DPA,NAM,Technical Evaluation,0,7400.0
O01346,T14219,DPA,EMEA,Closed Lost,0,
O01347,T14241,DPM,LATAM,Discovery,0,29400.0
O01348,T14244,DPA,NAM,Discovery,0,16500.0
O01349,T14260,SQL Sentry,NAM,Closed Lost,0,
O01350,T14270,SQL Sentry,NAM,Proposal,0,20700.0
O01351,T14284,SQL Sentry,APAC,Negotiation,0,3200.0
O01352,T14287,DPA,LATAM,Closed Lost,0,
O01353,T14306,SQL Sentry,EMEA,Negotiation,0,33600.0
O01354,T14311,DPM,NAM,Closed Lost,0,
O01355,T14320,DPM,LATAM,Negotiation,0,105000.0
O01356,T14331,DPA,EMEA,Closed Lost,0,
O01357,T14340,SQL Sentry,EMEA,Closed Lost,0,
O01358,T14342,DPM,EMEA,Closed Won,1,9000.0
O01359,T14347,SQL Sentry,NAM,Technical Evaluation,0,3400.0
O01360,T14389,DPM,EMEA,Closed Lost,0,
O01361,T14392,SQL Sentry,NAM,Technical Evaluation,0,26200.0
O01362,T14393,DPA,EMEA,Closed Won,1,15200.0
O01363,T14396,DPA,EMEA,Discovery,0,16900.0
O01364,T14412,SQL Sentry,EMEA,Negotiation,0,12100.0
O01365,T14413,DPA,EMEA,Discovery,0,9500.0
O01366,T14414,DPA,EMEA,Closed Won,1,13300.0
O01367,T14420,DPM,NAM,Closed Won,1,37000.0
O01368,T14421,DPA,NAM,Technical Evaluation,0,9900.0
O01369,T14437,DPM,APAC,Closed Lost,0,
O01370,T14442,DPA,APAC,Proposal,0,11200.0
O01371,T14444,DPA,LATAM,Discovery,0,14400.0
O01372,T14453,SQL Sentry,NAM,Proposal,0,13800.0
O01373,T14461,DPA,EMEA,Closed Won,1,90000.0
O01374,T14462,DPM,NAM,Discovery,0,30400.0
O01375,T14469,SQL Sentry,APAC,Proposal,0,16100.0
O01376,T14471,DPA,APAC,Closed Lost,0,
O01377,T14489,DPA,NAM,Negotiation,0,10400.0
O01378,T14501,DPA,LATAM,Closed Lost,0,
O01379,T14519,DPA,NAM,Closed Lost,0,
O01380,T14523,DPA,NAM,Closed Lost,0,
O01381,T14533,DPM,EMEA,Proposal,0,37400.0
O01382,T14561,DPA,NAM,Discovery,0,11900.0
O01383,T14562,SQL Sentry,NAM,Discovery,0,23500.0
O01384,T14567,DPM,NAM,Closed Lost,0,
O01385,T14575,DPM,APAC,Discovery,0,5600.0
O01386,T14577,DPM,NAM,Closed Lost,0,
O01387,T14580,DPM,EMEA,Proposal,0,26100.0
O01388,T14581,DPM,NAM,Closed Lost,0,
O01389,T14600,DPM,NAM,Closed Won,1,39000.0
O01390,T14603,SQL Sentry,APAC,Closed Won,1,25900.0
O01391,T14621,SQL Sentry,EMEA,Technical Evaluation,0,12500.0
O01392,T14622,DPA,EMEA,Closed Lost,0,
O01393,T14625,DPA,NAM,Closed Lost,0,
O01394,T14630,DPA,APAC,Negotiation,0,5300.0
O01395,T14651,DPA,NAM,Closed Lost,0,
O01396,T14730,SQL Sentry,NAM,Proposal,0,4700.0
O01397,T14753,DPM,EMEA,Closed Won,1,31800.0
O01398,T14758,DPA,LATAM,Proposal,0,41000.0
O01399,T14787,DPA,APAC,Closed Lost,0,
O01400,T14792,DPA,NAM,Closed Lost,0,
O01401,T14817,DPM,APAC,Technical Evaluation,0,6500.0
O01402,T14818,DPM,LATAM,Closed Won,1,12100.0
O01403,T14826,SQL Sentry,EMEA,Negotiation,0,5900.0
O01404,T14847,DPM,APAC,Technical Evaluation,0,22700.0
O01405,T14854,DPM,NAM,Discovery,0,16100.0
O01406,T14857,DPA,EMEA,Negotiation,0,7800.0
O01407,T14862,SQL Sentry,NAM,Technical Evaluation,0,7900.0
O01408,T14877,SQL Sentry,LATAM,Closed Lost,0,
O01409,T14884,SQL Sentry,APAC,Discovery,0,34700.0
O01410,T14885,SQL Sentry,EMEA,Closed Lost,0,
O01411,T14890,DPA,APAC,Closed Lost,0,
O01412,T14898,DPM,NAM,Proposal,0,3400.0
O01413,T14912,DPM,EMEA,Discovery,0,8000.0
O01414,T14915,DPA,NAM,Closed Won,1,9300.0
O01415,T14917,DPA,NAM,Closed Lost,0,
O01416,T14920,DPA,EMEA,Proposal,0,19700.0
O01417,T14922,SQL Sentry,APAC,Negotiation,0,14000.0
O01418,T14927,DPA,EMEA,Closed Lost,0,
