trial_id,logins,instances_monitored,wait_time_analyses_run,tuning_advisors_used,anomaly_alerts_configured,reports_generated,feature_adoption_rate,engagement_score
T13478,0,0,0,0,0,0,0.0,12
T13479,15,5,9,6,0,2,0.77,70
T13480,2,0,0,0,0,0,0.0,16
T13481,0,0,0,0,0,0,0.0,1
T13482,12,3,11,7,2,3,0.78,79
T13483,0,0,0,0,0,0,0.0,1
T13484,12,1,13,4,4,1,0.75,73
T13485,0,0,0,0,0,0,0.0,5
T13486,12,2,7,3,0,3,0.51,63
T13487,1,0,0,0,0,0,0.0,5
T13488,16,2,12,4,6,0,0.64,72
T13489,20,6,16,5,4,2,0.81,91
T13490,0,0,0,0,0,0,0.0,9
T13491,1,0,0,0,0,0,0.0,1
T13492,14,3,11,4,2,0,0.52,59
T13493,8,3,6,3,2,2,0.48,41
T13494,0,0,0,0,0,0,0.0,4
T13495,11,3,12,3,5,3,0.71,72
T13496,10,3,15,4,2,2,0.84,87
T13497,23,4,13,2,1,1,0.8,90
T13498,1,0,0,0,0,0,0.0,1
T13499,0,0,0,0,0,0,0.0,10
T13500,5,1,3,1,0,0,0.26,7
T13501,20,4,11,5,3,1,0.71,81
T13502,0,0,0,0,0,0,0.0,5
T13503,18,2,9,5,3,2,0.65,61
T13504,0,0,0,0,0,0,0.0,3
T13505,7,1,4,0,0,0,0.36,19
T13506,0,0,0,0,0,0,0.0,3
T13507,18,9,19,1,2,1,0.74,85
T13508,0,0,0,0,0,0,0.0,10
T13509,9,3,3,3,2,1,0.44,38
T13510,0,1,0,0,0,0,0.0,37
T13511,8,6,12,3,0,1,0.62,62
T13512,0,1,0,0,0,0,0.0,17
T13513,0,0,0,0,0,0,0.0,1
T13514,0,0,0,0,0,0,0.0,1
T13515,0,0,0,0,0,0,0.0,1
T13516,11,4,4,3,1,0,0.33,29
T13517,16,3,12,5,3,1,0.69,69
T13518,0,0,0,0,0,0,0.0,9
T13519,0,1,0,0,0,0,0.0,3
T13520,17,4,19,4,2,1,0.94,99
T13521,0,0,0,0,0,0,0.0,2
T13522,0,0,0,0,0,0,0.0,5
T13523,0,0,0,0,0,0,0.0,8
T13524,16,4,9,8,5,0,0.62,70
T13525,0,0,0,0,0,0,0.0,3
T13526,0,0,0,0,0,0,0.0,1
T13527,0,0,0,0,0,0,0.0,9
T13528,11,3,12,2,1,2,0.65,62
T13529,0,0,0,0,0,0,0.0,7
T13530,14,6,14,1,2,1,0.63,67
T13531,22,2,10,4,1,1,0.84,91
T13532,0,0,0,0,0,0,0.0,1
T13533,0,0,0,0,0,0,0.0,6
T13534,0,0,0,0,0,0,0.0,3
T13535,19,5,12,9,1,3,0.74,85
T13536,11,4,7,3,4,1,0.64,47
T13537,14,2,7,1,1,2,0.52,46
T13538,12,2,6,1,0,0,0.46,38
T13539,0,0,0,0,0,0,0.0,6
T13540,0,0,0,0,0,0,0.0,3
T13541,1,0,0,0,0,0,0.0,7
T13542,11,3,10,3,1,4,0.43,39
T13543,0,1,0,0,0,0,0.0,1
T13544,2,1,0,0,0,0,0.0,13
T13545,0,0,0,0,0,0,0.0,1
T13546,0,0,0,0,0,0,0.0,1
T13547,0,0,0,0,0,0,0.0,7
T13548,0,0,0,0,0,0,0.0,1
T13549,0,1,0,0,0,0,0.0,26
T13550,10,3,10,5,4,3,0.66,49
T13551,27,8,11,3,0,1,0.84,100
T13552,0,0,0,0,0,0,0.0,6
T13553,0,0,0,0,0,0,0.0,4
T13554,13,7,20,6,3,1,0.74,91
T13555,10,2,7,1,0,0,0.45,40
T13556,0,0,0,0,0,0,0.0,7
T13557,0,0,0,0,0,0,0.0,7
T13558,15,3,9,5,0,3,0.79,81
T13559,29,2,21,6,3,2,0.83,100
T13560,15,9,16,8,2,0,0.93,97
T13561,9,3,11,3,0,0,0.63,57
T13562,0,0,0,0,0,0,0.0,5
T13563,0,0,0,0,0,0,0.0,6
T13564,1,1,0,0,0,0,0.0,7
T13565,1,1,0,0,0,0,0.0,2
T13566,5,1,4,1,0,1,0.33,17
T13567,2,1,0,0,0,0,0.0,6
T13568,16,5,12,4,1,3,0.8,78
T13569,0,0,0,0,0,0,0.0,7
T13570,20,8,9,3,0,4,0.77,74
T13571,1,0,0,0,0,0,0.0,5
T13572,0,0,0,0,0,0,0.0,1
T13573,10,7,8,4,2,2,0.7,64
T13574,0,0,0,0,0,0,0.0,1
T13575,9,5,8,3,0,0,0.48,48
T13576,0,0,0,0,0,0,0.0,1
T13577,0,0,0,0,0,0,0.0,1
T13578,0,0,0,0,0,0,0.0,6
T13579,0,0,0,0,0,0,0.0,5
T13580,0,0,0,0,0,0,0.0,3
T13581,6,3,6,3,1,0,0.33,24
T13582,0,1,0,0,0,0,0.0,6
T13583,2,0,0,0,0,0,0.0,4
T13584,0,0,0,0,0,0,0.0,2
T13585,0,0,0,0,0,0,0.0,1
T13586,7,6,8,4,1,0,0.6,48
T13587,15,7,16,4,1,4,0.69,71
T13588,6,5,7,3,1,5,0.61,52
T13589,2,1,0,0,0,0,0.0,1
T13590,0,0,0,0,0,0,0.0,1
T13591,0,0,0,0,0,0,0.0,1
T13592,11,4,8,1,0,0,0.69,61
T13593,0,0,0,0,0,0,0.0,7
T13594,0,0,0,0,0,0,0.0,1
T13595,0,1,0,0,0,0,0.0,7
T13596,1,1,0,0,0,0,0.0,17
T13597,15,4,8,5,1,2,0.58,58
T13598,1,0,0,0,0,0,0.0,2
T13599,0,0,0,0,0,0,0.0,1
T13600,1,0,0,0,0,0,0.0,1
T13601,6,2,8,1,1,0,0.53,35
T13602,0,0,0,0,0,0,0.0,6
T13603,19,5,8,4,0,3,0.78,96
T13604,1,0,0,0,0,0,0.0,11
T13605,0,1,0,0,0,0,0.0,17
T13606,8,2,9,2,2,0,0.51,48
T13607,13,3,13,6,1,1,0.75,82
T13608,14,2,7,6,1,4,0.73,81
T13609,1,0,0,0,0,0,0.0,1
T13610,5,6,8,1,2,1,0.51,48
T13611,0,0,0,0,0,0,0.0,3
T13612,7,1,6,4,0,0,0.43,38
T13613,1,1,0,0,0,0,0.0,8
T13614,12,2,16,5,1,1,0.59,54
T13615,17,6,11,3,2,1,0.71,72
T13616,20,5,15,13,0,3,0.84,92
T13617,1,0,0,0,0,0,0.0,1
T13618,7,3,9,2,3,2,0.66,51
T13619,13,7,6,6,4,0,0.72,63
T13620,0,0,0,0,0,0,0.0,1
T13621,0,0,0,0,0,0,0.0,1
T13622,15,4,16,3,4,1,0.68,75
T13623,29,2,19,6,4,3,0.9,100
T13624,11,5,11,3,2,3,0.6,55
T13625,9,4,2,2,3,1,0.3,35
T13626,2,2,2,5,2,1,0.38,29
T13627,0,0,0,0,0,0,0.0,5
T13628,13,3,12,3,1,2,0.6,56
T13629,11,3,12,1,1,1,0.61,70
T13630,0,0,0,0,0,0,0.0,6
T13631,0,0,0,0,0,0,0.0,3
T13632,0,0,0,0,0,0,0.0,2
T13633,11,9,16,4,1,2,0.7,76
T13634,10,2,7,0,1,0,0.48,38
T13635,13,4,10,3,1,2,0.81,88
T13636,13,2,17,6,3,0,0.58,69
T13637,1,1,0,0,0,0,0.0,40
T13638,11,2,9,3,3,0,0.55,50
T13639,1,1,0,0,0,0,0.0,17
T13640,25,5,9,5,4,0,0.77,93
T13641,0,0,0,0,0,0,0.0,1
T13642,7,3,6,4,0,0,0.47,41
T13643,0,0,0,0,0,0,0.0,1
T13644,1,0,0,0,0,0,0.0,1
T13645,23,7,28,4,4,3,0.88,100
T13646,0,0,0,0,0,0,0.0,10
T13647,0,1,0,0,0,0,0.0,11
T13648,18,6,11,3,5,1,0.8,79
T13649,0,0,0,0,0,0,0.0,9
T13650,0,1,0,0,0,0,0.0,18
T13651,0,0,0,0,0,0,0.0,4
T13652,0,0,0,0,0,0,0.0,4
T13653,0,0,0,0,0,0,0.0,7
T13654,0,0,0,0,0,0,0.0,1
T13655,17,4,13,5,2,0,0.58,54
T13656,10,4,6,3,5,2,0.47,52
T13657,2,0,0,0,0,0,0.0,1
T13658,12,4,7,3,2,0,0.71,73
T13659,0,0,0,0,0,0,0.0,1
T13660,1,0,0,0,0,0,0.0,13
T13661,7,3,5,0,0,0,0.38,29
T13662,17,4,8,2,1,0,0.66,75
T13663,8,3,5,2,4,0,0.53,43
T13664,1,1,0,0,0,0,0.0,6
T13665,2,0,0,0,0,0,0.0,7
T13666,0,0,0,0,0,0,0.0,5
T13667,11,6,12,4,0,4,0.64,73
T13668,0,0,0,0,0,0,0.0,2
T13669,0,0,0,0,0,0,0.0,4
T13670,0,0,0,0,0,0,0.0,1
T13671,14,1,8,1,0,0,0.61,50
T13672,0,0,0,0,0,0,0.0,6
T13673,0,1,0,0,0,0,0.0,11
T13674,6,2,16,1,0,3,0.48,50
T13675,8,1,2,4,1,0,0.45,25
T13676,0,0,0,0,0,0,0.0,9
T13677,12,4,9,4,2,5,0.65,67
T13678,5,1,3,0,1,1,0.39,24
T13679,0,1,0,0,0,0,0.0,2
T13680,1,0,0,0,0,0,0.0,1
T13681,8,4,2,0,0,0,0.4,31
T13682,1,0,0,0,0,0,0.0,4
T13683,12,3,9,7,2,0,0.57,66
T13684,0,0,0,0,0,0,0.0,2
T13685,0,0,0,0,0,0,0.0,3
T13686,15,3,6,2,1,0,0.46,49
T13687,0,0,0,0,0,0,0.0,5
T13688,9,2,4,1,2,0,0.52,46
T13689,13,4,12,3,0,1,0.56,58
T13690,0,0,0,0,0,0,0.0,5
T13691,0,1,0,0,0,0,0.0,6
T13692,14,3,16,9,1,2,0.95,85
T13693,0,0,0,0,0,0,0.0,1
T13694,0,0,0,0,0,0,0.0,2
T13695,7,3,5,6,1,2,0.53,38
T13696,6,1,9,1,3,0,0.51,39
T13697,0,0,0,0,0,0,0.0,1
T13698,1,0,0,0,0,0,0.0,1
T13699,1,1,0,0,0,0,0.0,14
T13700,0,0,0,0,0,0,0.0,4
T13701,14,8,9,8,2,1,0.89,90
T13702,2,0,0,0,0,0,0.0,1
T13703,16,2,21,7,6,2,0.88,100
T13704,1,0,0,0,0,0,0.0,3
T13705,10,2,9,2,2,3,0.56,49
T13706,1,0,0,0,0,0,0.0,2
T13707,6,1,3,1,0,0,0.28,24
T13708,0,0,0,0,0,0,0.0,4
T13709,9,6,11,6,3,2,0.66,59
T13710,9,2,8,2,2,1,0.47,45
T13711,13,3,15,2,2,3,0.74,83
T13712,1,1,0,0,0,0,0.0,19
T13713,18,3,8,2,6,1,0.69,71
T13714,0,0,0,0,0,0,0.0,5
T13715,14,3,10,5,1,2,0.59,73
T13716,20,6,12,4,4,2,0.79,87
T13717,0,0,0,0,0,0,0.0,1
T13718,0,1,0,0,0,0,0.0,9
T13719,11,2,9,6,2,1,0.64,64
T13720,16,3,11,10,3,1,0.76,81
T13721,0,1,0,0,0,0,0.0,21
T13722,0,0,0,0,0,0,0.0,10
T13723,9,4,10,7,0,0,0.52,55
T13724,15,5,12,4,2,1,0.67,74
T13725,9,3,11,0,0,1,0.44,44
T13726,0,0,0,0,0,0,0.0,7
T13727,0,1,0,0,0,0,0.0,2
T13728,18,2,8,4,3,0,0.78,79
T13729,11,1,5,2,2,0,0.52,42
T13730,8,5,6,3,2,0,0.73,57
T13731,10,3,15,4,1,2,0.77,82
T13732,14,2,8,1,1,1,0.54,53
T13733,1,1,0,0,0,0,0.0,25
T13734,8,2,8,1,2,1,0.58,56
T13735,0,1,0,0,0,0,0.0,13
T13736,0,0,0,0,0,0,0.0,5
T13737,14,1,7,6,0,1,0.55,45
T13738,0,0,0,0,0,0,0.0,8
T13739,1,1,0,0,0,0,0.0,20
T13740,17,4,15,4,3,0,0.69,77
T13741,2,1,0,0,0,0,0.0,11
T13742,0,0,0,0,0,0,0.0,7
T13743,10,4,7,2,2,4,0.63,59
T13744,0,0,0,0,0,0,0.0,1
T13745,20,8,11,4,2,3,0.72,84
T13746,0,0,0,0,0,0,0.0,4
T13747,17,1,29,5,3,2,0.91,100
T13748,0,1,0,0,0,0,0.0,4
T13749,8,3,3,3,1,1,0.49,26
T13750,8,2,10,3,2,1,0.67,62
T13751,1,0,0,0,0,0,0.0,2
T13752,3,2,3,1,0,0,0.16,14
T13753,0,1,0,0,0,0,0.0,21
T13754,0,0,0,0,0,0,0.0,1
T13755,0,0,0,0,0,0,0.0,2
T13756,12,2,8,4,2,1,0.5,58
T13757,13,3,8,3,1,0,0.74,69
T13758,0,0,0,0,0,0,0.0,1
T13759,13,6,10,3,4,2,0.73,78
T13760,9,5,11,4,2,3,0.57,56
T13761,0,0,0,0,0,0,0.0,1
T13762,0,0,0,0,0,0,0.0,5
T13763,0,0,0,0,0,0,0.0,1
T13764,13,2,7,3,1,1,0.39,41
T13765,16,7,16,5,0,3,0.84,92
T13766,13,2,10,9,1,0,0.55,59
T13767,1,1,0,0,0,0,0.0,9
T13768,0,0,0,0,0,0,0.0,7
T13769,10,1,10,0,3,0,0.48,47
T13770,0,0,0,0,0,0,0.0,1
T13771,9,1,5,2,1,1,0.46,43
T13772,0,0,0,0,0,0,0.0,7
T13773,18,2,13,4,2,0,0.71,80
T13774,10,3,12,5,3,2,0.52,49
T13775,12,8,14,2,0,0,0.7,77
T13776,0,0,0,0,0,0,0.0,9
T13777,0,1,0,0,0,0,0.0,16
T13778,17,5,14,4,2,2,0.73,82
T13779,0,1,0,0,0,0,0.0,15
T13780,8,1,8,3,0,2,0.51,35
T13781,11,2,5,3,1,1,0.48,40
T13782,2,0,0,0,0,0,0.0,4
T13783,0,0,0,0,0,0,0.0,2
T13784,3,1,0,0,0,0,0.0,6
T13785,0,0,0,0,0,0,0.0,8
T13786,11,5,9,8,0,1,0.47,51
T13787,8,2,10,1,0,0,0.51,43
T13788,13,5,21,7,6,1,0.94,95
T13789,2,0,0,0,0,0,0.0,8
T13790,1,1,0,0,0,0,0.0,9
T13791,10,2,4,3,1,1,0.48,32
T13792,0,0,0,0,0,0,0.0,1
T13793,0,0,0,0,0,0,0.0,3
T13794,0,0,0,0,0,0,0.0,8
T13795,11,1,1,6,0,2,0.49,35
T13796,19,3,25,4,5,5,0.89,98
T13797,1,0,0,0,0,0,0.0,6
T13798,5,2,5,4,1,1,0.37,32
T13799,9,3,3,1,0,0,0.42,27
T13800,1,1,0,0,0,0,0.0,1
T13801,0,0,0,0,0,0,0.0,1
T13802,0,0,0,0,0,0,0.0,1
T13803,1,1,0,0,0,0,0.0,10
T13804,0,0,0,0,0,0,0.0,9
T13805,15,6,8,8,1,5,0.71,71
T13806,3,1,6,1,1,1,0.45,40
T13807,4,1,3,1,0,0,0.28,13
T13808,0,0,0,0,0,0,0.0,8
T13809,0,0,0,0,0,0,0.0,1
T13810,0,1,0,0,0,0,0.0,10
T13811,12,5,14,4,1,0,0.65,58
T13812,1,0,0,0,0,0,0.0,1
T13813,0,0,0,0,0,0,0.0,7
T13814,2,0,0,0,0,0,0.0,4
T13815,0,0,0,0,0,0,0.0,5
T13816,0,0,0,0,0,0,0.0,1
T13817,0,0,0,0,0,0,0.0,1
T13818,12,3,9,4,1,0,0.51,53
T13819,21,5,15,2,0,5,0.82,88
T13820,1,0,0,0,0,0,0.0,10
T13821,0,0,0,0,0,0,0.0,3
T13822,7,2,9,2,0,1,0.53,43
T13823,4,2,9,1,1,0,0.34,35
T13824,0,0,0,0,0,0,0.0,8
T13825,0,0,0,0,0,0,0.0,14
T13826,0,0,0,0,0,0,0.0,4
T13827,2,1,0,0,0,0,0.0,4
T13828,16,2,12,4,0,1,0.6,69
T13829,9,2,14,3,0,1,0.53,58
T13830,1,0,0,0,0,0,0.0,5
T13831,0,0,0,0,0,0,0.0,1
T13832,0,0,0,0,0,0,0.0,8
T13833,5,1,5,4,0,0,0.47,40
T13834,9,2,10,4,1,2,0.62,54
T13835,11,4,12,2,4,0,0.64,66
T13836,20,8,10,8,0,2,0.82,86
T13837,1,1,0,0,0,0,0.0,14
T13838,0,1,0,0,0,0,0.0,6
T13839,13,4,19,5,1,3,0.94,97
T13840,10,2,9,5,1,1,0.66,48
T13841,0,0,0,0,0,0,0.0,4
T13842,15,7,14,4,3,3,0.65,77
T13843,12,3,11,7,2,0,0.58,67
T13844,12,1,14,8,1,1,0.59,61
T13845,0,1,0,0,0,0,0.0,14
T13846,1,0,0,0,0,0,0.0,1
T13847,0,0,0,0,0,0,0.0,1
T13848,0,0,0,0,0,0,0.0,5
T13849,0,0,0,0,0,0,0.0,4
T13850,0,0,0,0,0,0,0.0,2
T13851,12,2,9,0,1,0,0.45,40
T13852,0,0,0,0,0,0,0.0,1
T13853,8,2,11,1,0,1,0.41,41
T13854,10,4,6,4,0,1,0.6,53
T13855,0,0,0,0,0,0,0.0,5
T13856,0,0,0,0,0,0,0.0,1
T13857,12,2,14,5,0,0,0.72,74
T13858,1,1,0,0,0,0,0.0,22
T13859,9,1,9,3,1,1,0.52,46
T13860,13,2,15,4,1,1,0.6,61
T13861,0,0,0,0,0,0,0.0,3
T13862,0,0,0,0,0,0,0.0,2
T13863,0,0,0,0,0,0,0.0,7
T13864,1,1,0,0,0,0,0.0,3
T13865,0,1,0,0,0,0,0.0,7
T13866,0,0,0,0,0,0,0.0,4
T13867,2,2,2,3,0,0,0.4,24
T13868,0,0,0,0,0,0,0.0,5
T13869,0,0,0,0,0,0,0.0,1
T13870,0,0,0,0,0,0,0.0,3
T13871,14,5,6,4,4,1,0.52,50
T13872,0,0,0,0,0,0,0.0,1
T13873,20,6,26,2,1,3,0.94,100
T13874,14,6,9,2,1,1,0.52,64
T13875,9,3,4,1,5,1,0.57,50
T13876,0,0,0,0,0,0,0.0,3
T13877,7,1,1,1,1,0,0.43,27
T13878,13,2,9,4,0,0,0.56,68
T13879,0,0,0,0,0,0,0.0,2
T13880,15,1,7,2,2,1,0.52,44
T13881,11,2,7,2,1,1,0.43,37
T13882,20,9,20,5,3,1,0.89,99
T13883,1,0,0,0,0,0,0.0,3
T13884,4,4,9,0,1,1,0.41,41
T13885,2,0,0,0,0,0,0.0,4
T13886,5,3,4,3,0,2,0.32,27
T13887,9,2,8,3,0,0,0.51,42
T13888,0,0,0,0,0,0,0.0,3
T13889,11,2,6,5,1,1,0.54,44
T13890,16,3,26,4,1,0,0.8,90
T13891,22,3,14,9,3,4,0.88,95
T13892,19,5,7,6,1,2,0.68,75
T13893,0,0,0,0,0,0,0.0,1
T13894,0,0,0,0,0,0,0.0,4
T13895,17,7,13,5,0,2,0.75,81
T13896,0,0,0,0,0,0,0.0,1
T13897,0,1,0,0,0,0,0.0,5
T13898,0,1,0,0,0,0,0.0,2
T13899,0,0,0,0,0,0,0.0,1
T13900,0,0,0,0,0,0,0.0,4
T13901,2,2,4,2,1,0,0.35,16
T13902,2,1,0,0,0,0,0.0,12
T13903,12,2,11,5,0,0,0.4,37
T13904,0,0,0,0,0,0,0.0,1
T13905,0,1,0,0,0,0,0.0,9
T13906,0,0,0,0,0,0,0.0,1
T13907,12,4,9,1,3,0,0.73,65
T13908,0,0,0,0,0,0,0.0,1
T13909,1,0,0,0,0,0,0.0,1
T13910,0,0,0,0,0,0,0.0,3
T13911,1,0,0,0,0,0,0.0,7
T13912,7,2,5,2,0,1,0.36,32
T13913,0,1,0,0,0,0,0.0,6
T13914,0,0,0,0,0,0,0.0,6
T13915,7,2,6,0,0,0,0.35,42
T13916,0,0,0,0,0,0,0.0,1
T13917,21,2,13,5,2,1,0.65,73
T13918,22,2,9,5,0,4,0.71,73
T13919,0,0,0,0,0,0,0.0,5
T13920,0,0,0,0,0,0,0.0,6
T13921,10,3,9,2,3,3,0.7,53
T13922,0,0,0,0,0,0,0.0,15
T13923,0,0,0,0,0,0,0.0,1
T13924,0,1,0,0,0,0,0.0,16
T13925,1,0,0,0,0,0,0.0,2
T13926,1,1,0,0,0,0,0.0,8
T13927,5,1,12,3,1,1,0.49,47
T13928,0,0,0,0,0,0,0.0,5
T13929,0,0,0,0,0,0,0.0,1
T13930,1,1,0,0,0,0,0.0,6
T13931,0,0,0,0,0,0,0.0,5
T13932,20,3,5,5,1,2,0.69,69
T13933,0,0,0,0,0,0,0.0,10
T13934,2,1,0,0,0,0,0.0,5
T13935,6,3,5,2,1,1,0.41,33
T13936,0,0,0,0,0,0,0.0,1
T13937,7,1,3,1,3,0,0.47,39
T13938,21,6,8,3,2,0,0.83,81
T13939,0,0,0,0,0,0,0.0,13
T13940,0,0,0,0,0,0,0.0,4
T13941,11,4,17,5,3,0,0.6,56
T13942,1,0,0,0,0,0,0.0,1
T13943,1,1,0,0,0,0,0.0,10
T13944,0,0,0,0,0,0,0.0,5
T13945,0,0,0,0,0,0,0.0,9
T13946,0,1,0,0,0,0,0.0,11
T13947,18,5,9,2,1,1,0.64,64
T13948,11,5,7,2,2,3,0.56,51
T13949,6,4,10,2,0,2,0.69,51
T13950,0,0,0,0,0,0,0.0,2
T13951,16,4,16,4,1,1,0.92,98
T13952,0,0,0,0,0,0,0.0,8
T13953,0,0,0,0,0,0,0.0,1
T13954,0,0,0,0,0,0,0.0,1
T13955,2,0,0,0,0,0,0.0,1
T13956,11,3,11,7,3,3,0.74,71
T13957,3,3,6,1,1,0,0.44,32
T13958,16,4,16,8,1,0,0.75,86
T13959,7,1,13,3,1,0,0.47,37
T13960,0,0,0,0,0,0,0.0,5
T13961,11,2,3,3,2,0,0.39,34
T13962,1,0,0,0,0,0,0.0,1
T13963,0,0,0,0,0,0,0.0,5
T13964,5,2,2,0,0,2,0.33,20
T13965,14,4,6,5,4,1,0.66,59
T13966,0,0,0,0,0,0,0.0,1
T13967,15,2,12,3,0,1,0.62,68
T13968,0,1,0,0,0,0,0.0,7
T13969,1,0,0,0,0,0,0.0,1
T13970,0,0,0,0,0,0,0.0,1
T13971,17,4,11,2,1,1,0.65,69
T13972,1,0,0,0,0,0,0.0,4
T13973,12,3,7,0,3,1,0.69,55
T13974,7,1,7,1,0,0,0.35,23
T13975,0,0,0,0,0,0,0.0,5
T13976,7,2,6,5,5,0,0.72,64
T13977,0,0,0,0,0,0,0.0,5
T13978,1,0,0,0,0,0,0.0,15
T13979,0,0,0,0,0,0,0.0,6
T13980,9,2,3,2,0,1,0.31,22
T13981,0,0,0,0,0,0,0.0,7
T13982,20,4,11,6,4,3,0.82,86
T13983,0,0,0,0,0,0,0.0,7
T13984,1,0,0,0,0,0,0.0,11
T13985,12,6,6,2,2,1,0.65,61
T13986,11,6,12,4,1,2,0.74,76
T13987,15,2,13,1,1,1,0.63,72
T13988,15,3,10,7,3,3,0.64,71
T13989,0,1,0,0,0,0,0.0,10
T13990,0,0,0,0,0,0,0.0,2
T13991,9,2,9,1,1,1,0.59,56
T13992,1,0,0,0,0,0,0.0,6
T13993,16,4,16,1,2,2,0.63,79
T13994,9,1,8,4,0,0,0.37,38
T13995,0,0,0,0,0,0,0.0,3
T13996,6,3,6,1,1,0,0.37,31
T13997,13,2,10,1,1,1,0.59,71
T13998,1,0,0,0,0,0,0.0,2
T13999,3,2,4,3,0,0,0.37,22
T14000,0,0,0,0,0,0,0.0,6
T14001,7,4,9,2,3,2,0.69,64
T14002,0,0,0,0,0,0,0.0,2
T14003,2,1,0,0,0,0,0.0,20
T14004,0,0,0,0,0,0,0.0,3
T14005,11,2,9,4,3,1,0.66,67
T14006,0,0,0,0,0,0,0.0,1
T14007,16,2,15,2,2,1,0.69,65
T14008,0,0,0,0,0,0,0.0,13
T14009,0,0,0,0,0,0,0.0,1
T14010,0,1,0,0,0,0,0.0,10
T14011,6,1,5,1,0,1,0.29,20
T14012,9,3,6,2,0,1,0.57,50
T14013,0,0,0,0,0,0,0.0,5
T14014,1,0,0,0,0,0,0.0,5
T14015,0,0,0,0,0,0,0.0,1
T14016,14,5,8,6,2,0,0.57,67
T14017,0,0,0,0,0,0,0.0,1
T14018,14,5,8,2,1,4,0.63,71
T14019,0,0,0,0,0,0,0.0,8
T14020,17,3,11,8,0,0,0.64,77
T14021,13,5,6,6,2,0,0.47,45
T14022,19,2,13,4,5,0,0.75,82
T14023,17,4,11,3,1,0,0.59,71
T14024,16,4,12,3,1,2,0.84,92
T14025,0,0,0,0,0,0,0.0,2
T14026,8,2,7,7,2,0,0.51,52
T14027,13,2,10,10,3,1,0.69,63
T14028,0,0,0,0,0,0,0.0,8
T14029,8,2,9,2,2,0,0.71,59
T14030,0,0,0,0,0,0,0.0,1
T14031,8,9,15,4,2,2,0.67,70
T14032,1,0,0,0,0,0,0.0,5
T14033,4,3,4,2,0,1,0.39,23
T14034,1,0,0,0,0,0,0.0,4
T14035,5,1,4,1,1,1,0.41,25
T14036,17,7,14,4,2,2,0.87,87
T14037,0,0,0,0,0,0,0.0,1
T14038,0,0,0,0,0,0,0.0,1
T14039,9,3,6,4,2,0,0.31,25
T14040,19,3,15,10,1,2,0.82,93
T14041,0,0,0,0,0,0,0.0,1
T14042,17,4,14,5,1,0,0.76,77
T14043,14,6,9,4,2,2,0.72,63
T14044,19,6,11,5,1,3,0.72,92
T14045,22,8,7,4,2,3,0.77,77
T14046,0,0,0,0,0,0,0.0,2
T14047,14,2,16,7,2,1,0.69,73
T14048,0,0,0,0,0,0,0.0,1
T14049,0,0,0,0,0,0,0.0,4
T14050,7,1,8,2,1,1,0.42,36
T14051,15,3,9,2,1,0,0.58,68
T14052,0,0,0,0,0,0,0.0,9
T14053,8,4,7,0,0,1,0.53,43
T14054,0,0,0,0,0,0,0.0,3
T14055,5,1,5,1,1,0,0.58,41
T14056,0,0,0,0,0,0,0.0,4
T14057,0,1,0,0,0,0,0.0,26
T14058,13,4,10,4,2,5,0.66,66
T14059,0,0,0,0,0,0,0.0,1
T14060,0,0,0,0,0,0,0.0,1
T14061,16,3,10,4,1,0,0.72,76
T14062,0,0,0,0,0,0,0.0,1
T14063,0,0,0,0,0,0,0.0,3
T14064,9,4,6,5,1,2,0.49,52
T14065,1,0,0,0,0,0,0.0,1
T14066,0,0,0,0,0,0,0.0,1
T14067,0,0,0,0,0,0,0.0,4
T14068,12,8,18,1,1,1,0.89,92
T14069,12,6,13,5,1,0,0.5,49
T14070,2,1,0,0,0,0,0.0,5
T14071,14,2,15,6,0,1,0.69,76
T14072,0,0,0,0,0,0,0.0,3
T14073,21,3,9,7,1,3,0.85,93
T14074,0,1,0,0,0,0,0.0,1
T14075,1,1,0,0,0,0,0.0,11
T14076,0,0,0,0,0,0,0.0,2
T14077,10,3,12,9,3,6,0.62,71
T14078,15,3,14,5,1,2,0.8,81
T14079,0,0,0,0,0,0,0.0,3
T14080,0,0,0,0,0,0,0.0,1
T14081,0,0,0,0,0,0,0.0,1
T14082,0,0,0,0,0,0,0.0,6
T14083,0,1,0,0,0,0,0.0,6
T14084,0,0,0,0,0,0,0.0,8
T14085,0,0,0,0,0,0,0.0,1
T14086,22,4,14,6,1,2,0.8,85
T14087,8,3,10,11,0,1,0.74,73
T14088,19,4,23,6,0,3,0.89,97
T14089,20,1,15,4,3,6,0.76,96
T14090,1,0,0,0,0,0,0.0,4
T14091,11,2,11,6,2,2,0.7,61
T14092,0,0,0,0,0,0,0.0,1
T14093,1,0,0,0,0,0,0.0,6
T14094,12,7,9,2,1,1,0.63,63
T14095,0,0,0,0,0,0,0.0,7
T14096,12,3,9,8,0,3,0.69,75
T14097,18,6,9,4,0,2,0.73,69
T14098,0,0,0,0,0,0,0.0,1
T14099,1,0,0,0,0,0,0.0,2
T14100,0,0,0,0,0,0,0.0,1
T14101,0,0,0,0,0,0,0.0,4
T14102,0,0,0,0,0,0,0.0,4
T14103,16,4,23,6,2,3,0.94,100
T14104,0,0,0,0,0,0,0.0,1
T14105,0,1,0,0,0,0,0.0,4
T14106,13,6,8,7,2,3,0.88,93
T14107,11,2,6,1,2,2,0.56,46
T14108,0,0,0,0,0,0,0.0,2
T14109,10,3,13,4,1,0,0.68,62
T14110,15,4,4,3,2,2,0.61,51
